,name,variable,relative_importance,scaled_importance,percentage,sign
46,為肇事駕駛人理賠次數＿近一年,DRIVER_TIMES_1Y,7.671292305,0.007273063,0.001759834,-1
47,近二年理賠金額,TWO_INSUR_AMOUNT,7.592355728,0.007198224,0.001741725,-1
48,為肇事駕駛人理賠金額＿近一年,DRIVER_CONCLUDE_AMOUNT_1Y,7.501764297,0.007112335,0.001720943,-1
49,要保人性別,APC_SEX,7.252302647,0.006875824,0.001663716,0
50,近三年理賠金額,THREE_INSUR_AMOUNT,6.946166992,0.00658558,0.001593486,-1
51,是否曾因擦撞申請理賠報案＿第三責任險＿以車輛歸戶,IS_BUMP_THIRD_C,6.931284428,0.00657147,0.001590072,-1
52,近三年理賠金額＿其他,THREE_INSUR_AMOUNT_OTHER,6.782576084,0.006430481,0.001555958,-1
53,近二年理賠金額＿其他＿以車輛歸戶,TWO_INSUR_AMOUNT_OTHER_C,6.701236248,0.006353364,0.001537298,-1
54,近二年理賠次數＿第三責任險＿以車輛歸戶,TWO_INSUR_CNT_THIRD_C,6.643313408,0.006298448,0.00152401,-1
55,近二年理賠金額＿其他,TWO_INSUR_AMOUNT_OTHER,5.803984642,0.00550269,0.001331464,-1
56,近三年理賠金額＿第三責任險,THREE_INSUR_AMOUNT_THIRD,5.583770275,0.005293908,0.001280946,-1
57,近二年理賠次數,TWO_INSUR_CNT,5.555426121,0.005267035,0.001274443,-1
58,近一年理賠金額＿其他＿以車輛歸戶,ONE_INSUR_AMOUNT_OTHER_C,5.147685528,0.004880461,0.001180906,-1
59,近一年理賠次數,ONE_INSUR_CNT,5.075809479,0.004812316,0.001164417,-1
60,近二年理賠金額＿車體險,TWO_INSUR_AMOUNT_BODY,4.70230484,0.0044582,0.001078733,-1
61,因擦撞申請理賠報案次數＿其他＿以車輛歸戶,BUMP_CNT_OTHER_C,4.545875072,0.004309891,0.001042847,-1
62,近三年理賠金額＿其他＿以車輛歸戶,THREE_INSUR_AMOUNT_OTHER_C,4.286048412,0.004063553,0.000983242,-1
63,近一年理賠金額,ONE_INSUR_AMOUNT,4.127180576,0.003912932,0.000946796,-1
64,被保人性別,INS_SEX,4.087837219,0.003875631,0.000937771,0
65,近三年理賠次數＿第三責任險＿以車輛歸戶,THREE_INSUR_CNT_THIRD_C,4.010189533,0.003802014,0.000919958,-1
66,投保附約＿無折舊,IS_DEPRECIATION,3.822590351,0.003624153,0.000876922,0
67,投保附約＿不明刮損,IS_UNCLEAR,3.464274645,0.003284438,0.000794722,0
68,近三年理賠次數＿車體險＿以車輛歸戶,THREE_INSUR_CNT_BODY_C,3.382815838,0.003207208,0.000776035,-1
69,投保附約＿免追償,IS_RECOVERY,3.3603971,0.003185953,0.000770892,0
70,因擦撞申請理賠報案次數＿駕駛人傷害險＿以車輛歸戶,BUMP_CNT_COM_C,3.136303186,0.002973492,0.000719484,-1
71,是否保同業強制險,IS_TRADE_FORCE,3.024845123,0.00286782,0.000693915,0
72,近三年理賠金額＿駕駛人傷害險＿以車輛歸戶,THREE_INSUR_AMOUNT_COM_C,2.934585094,0.002782246,0.000673209,-1
73,近三年理賠金額＿第三責任險＿以車輛歸戶,THREE_INSUR_AMOUNT_THIRD_C,2.852591991,0.002704509,0.000654399,-1
74,是否曾因擦撞申請理賠報案,IS_BUMP,2.851167917,0.002703159,0.000654073,-1
75,近三年理賠金額＿駕駛人傷害險,THREE_INSUR_AMOUNT_COM,2.666237354,0.002527829,0.000611649,-1
76,近一年理賠次數＿第三責任險,ONE_INSUR_CNT_THIRD,2.592704296,0.002458113,0.00059478,-1
77,近一年理賠次數＿其他＿以車輛歸戶,ONE_INSUR_CNT_OTHER_C,2.168171644,0.002055618,0.00049739,-1
78,因擦撞申請理賠報案次數＿其他,BUMP_CNT_OTHER,2.082906723,0.00197478,0.00047783,-1
79,是否曾因擦撞申請理賠報案＿第三責任險,IS_BUMP_THIRD,1.787549973,0.001694755,0.000410073,-1
80,近二年理賠次數＿車體險＿以車輛歸戶,TWO_INSUR_CNT_BODY_C,1.777699232,0.001685416,0.000407813,-1
81,近二年理賠次數＿車體險,TWO_INSUR_CNT_BODY,1.691937566,0.001604106,0.000388139,-1
82,近一年理賠次數＿車體險＿以車輛歸戶,ONE_INSUR_CNT_BODY_C,1.6720891,0.001585288,0.000383586,-1
83,為肇事駕駛人理賠次數＿近兩年,DRIVER_TIMES_2Y,1.616377831,0.001532469,0.000370805,-1
84,是否曾因擦撞申請理賠報案＿車體險＿以車輛歸戶,IS_BUMP_BODY_C,1.608440757,0.001524944,0.000368985,-1
85,近二年理賠金額＿第三責任險,TWO_INSUR_AMOUNT_THIRD,1.591018438,0.001508426,0.000364988,-1
86,近一年理賠金額＿第三責任險,ONE_INSUR_AMOUNT_THIRD,1.513661623,0.001435085,0.000347242,-1
87,是否曾因擦撞申請理賠報案＿駕駛人傷害險＿以車輛歸戶,IS_BUMP_COM_C,1.463217139,0.001387259,0.00033567,-1
88,是否限定駕駛人,LIMIT_DRIVER,1.421175957,0.0013474,0.000326025,0
89,被保人是否在特別關注名單,INS_SIP,1.364355803,0.00129353,0.00031299,-1
90,近二年理賠次數＿其他,TWO_INSUR_CNT_OTHER,1.332394958,0.001263228,0.000305658,-1
91,近二年理賠金額＿駕駛人傷害險,TWO_INSUR_AMOUNT_COM,1.289336085,0.001222405,0.00029578,-1
92,近二年理賠次數＿第三責任險,TWO_INSUR_CNT_THIRD,1.217776775,0.00115456,0.000279364,-1
93,要保人是否在特別關注名單,APC_SIP,1.172373652,0.001111514,0.000268949,-1
94,近一年理賠金額＿第三責任險＿以車輛歸戶,ONE_INSUR_AMOUNT_THIRD_C,1.17120719,0.001110408,0.000268681,-1
95,投保附約＿天氣災害損害,IS_WEATHER,1.089405537,0.001032853,0.000249915,0
96,近三年理賠金額＿以車輛歸戶,THREE_INSUR_AMOUNT_C,0.732994139,0.000694943,0.000168153,-1
97,被保人是否為嚴予核保客戶       ,INS_IS_INSUR_STRICT,0.648633301,0.000614962,0.0001488,-1
98,近三年理賠次數＿其他＿以車輛歸戶,THREE_INSUR_CNT_OTHER_C,0.629681826,0.000596994,0.000144452,-1
99,強制險等級是否異動,IS_FORCE_DEGREE_CH,0,0,0,0
100,加裝配備註記,IS_ADD_OUTFIT,0,0,0,0
101,新車註記,IS_NEW_CAR,0,0,0,0
102,被保人婚姻,INS_MARRIAGE,0,0,0,0
103,要被保人是否同一人,IS_SAME,0,0,0,0
104,要保人與被保人關係,APC_RELATION_INS,0,0,0,0
105,經手人類別,AGENT_KIND,0,0,0,0
106,近一年停放受損次數,ONE_PARK_CNT,0,0,0,-1
107,近兩年停放受損次數,TWO_PARK_CNT,0,0,0,-1
108,近三年停放受損次數,THREE_PARK_CNT,0,0,0,-1
109,近一年理賠次數＿車體險,ONE_INSUR_CNT_BODY,0,0,0,-1
110,近一年停放受損次數＿車體險,ONE_PARK_CNT_BODY,0,0,0,-1
111,近兩年停放受損次數＿車體險,TWO_PARK_CNT_BODY,0,0,0,-1
112,近三年停放受損次數＿車體險,THREE_PARK_CNT_BODY,0,0,0,-1
113,是否曾因擦撞申請理賠報案＿車體險,IS_BUMP_BODY,0,0,0,-1
114,因擦撞申請理賠報案次數＿車體險,BUMP_CNT_BODY,0,0,0,-1
115,近一年理賠金額＿竊盜險,ONE_INSUR_AMOUNT_BURG,0,0,0,-1
116,近一年理賠次數＿竊盜險,ONE_INSUR_CNT_BURG,0,0,0,-1
117,近二年理賠金額＿竊盜險,TWO_INSUR_AMOUNT_BURG,0,0,0,-1
118,近二年理賠次數＿竊盜險,TWO_INSUR_CNT_BURG,0,0,0,-1
119,近三年理賠金額＿竊盜險,THREE_INSUR_AMOUNT_BURG,0,0,0,-1
120,近三年理賠次數＿竊盜險,THREE_INSUR_CNT_BURG,0,0,0,-1
121,是否曾因擦撞申請理賠報案＿竊盜險,IS_BUMP_BURG,0,0,0,-1
122,因擦撞申請理賠報案次數＿竊盜險,BUMP_CNT_BURG,0,0,0,-1
123,近一年理賠次數＿乘客險,ONE_INSUR_CNT_CUST,0,0,0,-1
124,近二年理賠次數＿乘客險,TWO_INSUR_CNT_CUST,0,0,0,-1
125,近三年理賠金額＿乘客險,THREE_INSUR_AMOUNT_CUST,0,0,0,-1
126,近三年理賠次數＿乘客險,THREE_INSUR_CNT_CUST,0,0,0,-1
127,近一年理賠金額＿強制險,ONE_INSUR_AMOUNT_FORCE,0,0,0,-1
128,近一年理賠次數＿強制險,ONE_INSUR_CNT_FORCE,0,0,0,-1
129,近二年理賠金額＿強制險,TWO_INSUR_AMOUNT_FORCE,0,0,0,-1
130,近二年理賠次數＿強制險,TWO_INSUR_CNT_FORCE,0,0,0,-1
131,近三年理賠金額＿強制險,THREE_INSUR_AMOUNT_FORCE,0,0,0,-1
132,近三年理賠次數＿強制險,THREE_INSUR_CNT_FORCE,0,0,0,-1
133,是否曾因擦撞申請理賠報案＿強制險,IS_BUMP_FORCE,0,0,0,-1
134,因擦撞申請理賠報案次數＿強制險,BUMP_CNT_FORCE,0,0,0,-1
135,近一年理賠次數＿其他,ONE_INSUR_CNT_OTHER,0,0,0,-1
136,近三年理賠次數＿其他,THREE_INSUR_CNT_OTHER,0,0,0,-1
137,近一年停放受損次數＿其他,ONE_PARK_CNT_OTHER,0,0,0,-1
138,近兩年停放受損次數＿其他,TWO_PARK_CNT_OTHER,0,0,0,-1
139,近三年停放受損次數＿其他,THREE_PARK_CNT_OTHER,0,0,0,-1
140,是否曾因擦撞申請理賠報案＿其他,IS_BUMP_OTHER,0,0,0,-1
141,近一年理賠金額＿駕駛人傷害險,ONE_INSUR_AMOUNT_COM,0,0,0,-1
142,近一年理賠次數＿駕駛人傷害險,ONE_INSUR_CNT_COM,0,0,0,-1
143,近二年理賠次數＿駕駛人傷害險,TWO_INSUR_CNT_COM,0,0,0,-1
144,是否曾因擦撞申請理賠報案＿駕駛人傷害險,IS_BUMP_COM,0,0,0,-1
145,因擦撞申請理賠報案次數＿駕駛人傷害險,BUMP_CNT_COM,0,0,0,-1
146,近一年停放受損次數＿以車輛歸戶,ONE_PARK_CNT_C,0,0,0,-1
147,近兩年停放受損次數＿以車輛歸戶,TWO_PARK_CNT_C,0,0,0,-1
148,近三年停放受損次數＿以車輛歸戶,THREE_PARK_CNT_C,0,0,0,-1
149,近一年停放受損次數＿車體險＿以車輛歸戶,ONE_PARK_CNT_BODY_C,0,0,0,-1
150,近兩年停放受損次數＿車體險＿以車輛歸戶,TWO_PARK_CNT_BODY_C,0,0,0,-1
151,近三年停放受損次數＿車體險＿以車輛歸戶,THREE_PARK_CNT_BODY_C,0,0,0,-1
152,近一年理賠金額＿竊盜險＿以車輛歸戶,ONE_INSUR_AMOUNT_BURG_C,0,0,0,-1
153,近一年理賠次數＿竊盜險＿以車輛歸戶,ONE_INSUR_CNT_BURG_C,0,0,0,-1
154,近二年理賠金額＿竊盜險＿以車輛歸戶,TWO_INSUR_AMOUNT_BURG_C,0,0,0,-1
155,近二年理賠次數＿竊盜險＿以車輛歸戶,TWO_INSUR_CNT_BURG_C,0,0,0,-1
156,近三年理賠金額＿竊盜險＿以車輛歸戶,THREE_INSUR_AMOUNT_BURG_C,0,0,0,-1
157,近三年理賠次數＿竊盜險＿以車輛歸戶,THREE_INSUR_CNT_BURG_C,0,0,0,-1
158,是否曾因擦撞申請理賠報案＿竊盜險＿以車輛歸戶,IS_BUMP_BURG_C,0,0,0,-1
159,因擦撞申請理賠報案次數＿竊盜險＿以車輛歸戶,BUMP_CNT_BURG_C,0,0,0,-1
160,近一年理賠次數＿第三責任險＿以車輛歸戶,ONE_INSUR_CNT_THIRD_C,0,0,0,-1
161,近一年理賠次數＿乘客險＿以車輛歸戶,ONE_INSUR_CNT_CUST_C,0,0,0,-1
162,近二年理賠次數＿乘客險＿以車輛歸戶,TWO_INSUR_CNT_CUST_C,0,0,0,-1
163,近三年理賠金額＿乘客險＿以車輛歸戶,THREE_INSUR_AMOUNT_CUST_C,0,0,0,-1
164,近三年理賠次數＿乘客險＿以車輛歸戶,THREE_INSUR_CNT_CUST_C,0,0,0,-1
165,是否曾因擦撞申請理賠報案＿乘客險＿以車輛歸戶,IS_BUMP_CUST_C,0,0,0,-1
166,因擦撞申請理賠報案次數＿乘客險＿以車輛歸戶,BUMP_CNT_CUST_C,0,0,0,-1
167,近一年理賠次數＿強制險＿以車輛歸戶,ONE_INSUR_CNT_FORCE_C,0,0,0,-1
168,近二年理賠次數＿強制險＿以車輛歸戶,TWO_INSUR_CNT_FORCE_C,0,0,0,-1
169,近三年理賠次數＿強制險＿以車輛歸戶,THREE_INSUR_CNT_FORCE_C,0,0,0,-1
170,是否曾因擦撞申請理賠報案＿強制險＿以車輛歸戶,IS_BUMP_FORCE_C,0,0,0,-1
171,因擦撞申請理賠報案次數＿強制險＿以車輛歸戶,BUMP_CNT_FORCE_C,0,0,0,-1
172,近二年理賠次數＿其他＿以車輛歸戶,TWO_INSUR_CNT_OTHER_C,0,0,0,-1
173,近一年停放受損次數＿其他＿以車輛歸戶,ONE_PARK_CNT_OTHER_C,0,0,0,-1
174,近兩年停放受損次數＿其他＿以車輛歸戶,TWO_PARK_CNT_OTHER_C,0,0,0,-1
175,近三年停放受損次數＿其他＿以車輛歸戶,THREE_PARK_CNT_OTHER_C,0,0,0,-1
176,是否曾因擦撞申請理賠報案＿其他＿以車輛歸戶,IS_BUMP_OTHER_C,0,0,0,-1
177,近一年理賠金額＿駕駛人傷害險＿以車輛歸戶,ONE_INSUR_AMOUNT_COM_C,0,0,0,-1
178,近一年理賠次數＿駕駛人傷害險＿以車輛歸戶,ONE_INSUR_CNT_COM_C,0,0,0,-1
179,近二年理賠金額＿駕駛人傷害險＿以車輛歸戶,TWO_INSUR_AMOUNT_COM_C,0,0,0,-1
180,近二年理賠次數＿駕駛人傷害險＿以車輛歸戶,TWO_INSUR_CNT_COM_C,0,0,0,-1
181,近三年理賠次數＿駕駛人傷害險＿以車輛歸戶,THREE_INSUR_CNT_COM_C,0,0,0,-1
182,投保附約＿人為暴動損害,IS_HUMAN,0,0,0,0
183,要保人是否為嚴予核保客戶,APC_IS_INSUR_STRICT,0,0,0,-1
184,被保人是否肇事多次,INS_IS_CLAIM_MANY,0,0,0,-1
185,被保人是否劣質客戶,INS_IS_BAD_CUSTOMER,0,0,0,-1
186,被保人是否道德風險,INS_IS_MORALS_RISK,0,0,0,-1
